Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Datetime,,,,,
2025-03-19 03:45:00+00:00,1735.6500244140625,1746.0,1732.199951171875,1739.199951171875,0
2025-03-19 04:45:00+00:00,1749.949951171875,1749.949951171875,1735.5999755859375,1735.6500244140625,898528
2025-03-19 05:45:00+00:00,1744.550048828125,1750.6500244140625,1744.25,1749.949951171875,658117
2025-03-19 06:45:00+00:00,1746.449951171875,1749.0,1744.300048828125,1744.550048828125,670228
2025-03-19 07:45:00+00:00,1746.949951171875,1748.25,1744.949951171875,1746.4000244140625,943962
2025-03-19 08:45:00+00:00,1743.8499755859375,1748.0,1742.9000244140625,1746.949951171875,1949065
2025-03-19 09:45:00+00:00,1743.800048828125,1745.1500244140625,1743.0,1743.8499755859375,1085532
2025-03-20 03:45:00+00:00,1752.0999755859375,1757.0,1749.5999755859375,1753.0999755859375,0
2025-03-20 04:45:00+00:00,1754.0,1755.0,1751.550048828125,1752.0,856008
2025-03-20 05:45:00+00:00,1751.8499755859375,1754.25,1751.199951171875,1753.949951171875,735961
2025-03-20 06:45:00+00:00,1761.9000244140625,1762.0,1749.300048828125,1751.8499755859375,1295442
2025-03-20 07:45:00+00:00,1766.949951171875,1771.0,1760.6500244140625,1761.8499755859375,1280943
2025-03-20 08:45:00+00:00,1767.300048828125,1773.949951171875,1766.800048828125,1766.949951171875,2113642
2025-03-20 09:45:00+00:00,1768.0,1769.75,1766.300048828125,1767.300048828125,671860
2025-03-21 03:45:00+00:00,1763.550048828125,1772.449951171875,1758.0999755859375,1761.449951171875,0
2025-03-21 04:45:00+00:00,1768.25,1770.550048828125,1762.199951171875,1763.8499755859375,1638241
2025-03-21 05:45:00+00:00,1766.4000244140625,1768.949951171875,1765.25,1768.5,1034410
2025-03-21 06:45:00+00:00,1764.050048828125,1767.6500244140625,1762.800048828125,1766.050048828125,1695620
2025-03-21 07:45:00+00:00,1763.449951171875,1769.0,1759.0,1764.0,1446615
2025-03-21 08:45:00+00:00,1769.800048828125,1771.199951171875,1762.9000244140625,1763.300048828125,5620857
2025-03-21 09:45:00+00:00,1772.0,1774.0,1769.449951171875,1769.75,3063255
2025-03-24 03:45:00+00:00,1794.0999755859375,1795.0,1774.550048828125,1775.0,0
2025-03-24 04:45:00+00:00,1797.9000244140625,1801.550048828125,1791.550048828125,1794.4000244140625,1417081
