Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Datetime,,,,,
2025-05-16 03:45:00+00:00,1931.800048828125,1941.800048828125,1931.5,1938.0,0
2025-05-16 03:50:00+00:00,1932.0,1936.199951171875,1929.300048828125,1931.5999755859375,197444
2025-05-16 03:55:00+00:00,1934.699951171875,1935.0,1930.5,1931.699951171875,87112
2025-05-16 04:00:00+00:00,1933.199951171875,1936.9000244140625,1932.5,1934.4000244140625,108783
2025-05-16 04:05:00+00:00,1934.0999755859375,1934.800048828125,1932.0,1932.5999755859375,80407
2025-05-16 04:10:00+00:00,1934.0999755859375,1937.0,1932.199951171875,1934.0,42505
2025-05-16 04:15:00+00:00,1933.800048828125,1935.0,1933.300048828125,1934.199951171875,43863
2025-05-16 04:20:00+00:00,1932.800048828125,1935.0,1932.0999755859375,1934.0,57510
2025-05-16 04:25:00+00:00,1933.5,1935.0,1932.199951171875,1932.5999755859375,53329
2025-05-16 04:30:00+00:00,1934.4000244140625,1937.0,1933.199951171875,1933.4000244140625,223354
2025-05-16 04:35:00+00:00,1933.0999755859375,1935.0,1933.0,1934.4000244140625,48512
2025-05-16 04:40:00+00:00,1934.5999755859375,1934.5999755859375,1932.300048828125,1933.0999755859375,51638
2025-05-16 04:45:00+00:00,1934.9000244140625,1936.0999755859375,1933.800048828125,1934.5999755859375,39383
2025-05-16 04:50:00+00:00,1934.300048828125,1937.0,1933.9000244140625,1934.800048828125,34635
2025-05-16 04:55:00+00:00,1936.300048828125,1937.0999755859375,1933.5,1934.4000244140625,29784
2025-05-16 05:00:00+00:00,1936.0999755859375,1937.4000244140625,1935.5,1936.300048828125,29639
2025-05-16 05:05:00+00:00,1933.800048828125,1936.4000244140625,1933.0999755859375,1936.0999755859375,52779
2025-05-16 05:10:00+00:00,1933.9000244140625,1935.0,1933.300048828125,1933.699951171875,40342
2025-05-16 05:15:00+00:00,1933.5999755859375,1934.0,1933.199951171875,1933.800048828125,39491
2025-05-16 05:20:00+00:00,1932.5,1933.800048828125,1932.5,1933.800048828125,42229
2025-05-16 05:25:00+00:00,1934.5,1934.699951171875,1932.5,1932.5,555328
2025-05-16 05:30:00+00:00,1933.800048828125,1934.699951171875,1932.5,1934.5,46795
2025-05-16 05:35:00+00:00,1932.5,1934.4000244140625,1932.5,1933.800048828125,61769
2025-05-16 05:40:00+00:00,1933.0,1934.0,1932.0,1932.5,52022
