Price,Close,High,Low,Open,Volume,RSI,MACD,SMA_50
2025-03-28 03:45:00+00:00,1810.949951171875,1836.0,1809.699951171875,1830.25,0.0,48.97969380811823,7.821720868248121,1791.7630004882812
2025-03-28 04:45:00+00:00,1809.800048828125,1819.050048828125,1806.0,1811.0,2700973.0,48.22564974662355,6.350192681449698,1793.2460009765625
2025-03-28 05:45:00+00:00,1814.699951171875,1816.3499755859373,1808.550048828125,1809.699951171875,776443.0,51.64198345717638,5.5157945148675935,1794.5410009765626
2025-03-28 06:45:00+00:00,1815.699951171875,1816.800048828125,1809.4000244140625,1814.75,890645.0,52.33327022749795,4.878977780196465,1795.9639990234375
2025-03-28 07:45:00+00:00,1828.949951171875,1829.3499755859373,1815.199951171875,1815.800048828125,1461127.0,60.40907754519783,5.38142646066558,1797.6139990234376
2025-03-28 08:45:00+00:00,1829.1500244140625,1834.25,1826.949951171875,1828.9000244140625,4160987.0,60.51785256517683,5.7297162956158445,1799.2580004882811
2025-03-28 09:45:00+00:00,1826.0,1829.75,1824.550048828125,1829.050048828125,1775340.0,57.824133632540075,5.686013035886617,1800.9010009765625
2025-04-01 03:45:00+00:00,1797.9000244140625,1809.800048828125,1797.800048828125,1807.6500244140625,0.0,40.50421924205387,3.3453812268403453,1801.9830004882813
2025-04-01 04:45:00+00:00,1774.3499755859375,1798.0999755859375,1773.3499755859375,1797.9000244140625,2342020.0,31.884599214778305,-0.40520748991912114,1802.4280004882812
2025-04-01 05:45:00+00:00,1772.550048828125,1779.25,1769.4000244140625,1774.1500244140625,1268583.0,31.335721920247934,-3.4826690750130638,1802.7990014648437
2025-04-01 06:45:00+00:00,1773.0999755859375,1776.6500244140625,1769.800048828125,1772.699951171875,969922.0,31.722451086785725,-5.810228363850683,1803.2240014648437
2025-04-01 07:45:00+00:00,1770.550048828125,1774.800048828125,1769.3499755859375,1773.0999755859375,1153004.0,30.85468101531133,-7.771014233348524,1803.397001953125
2025-04-01 08:45:00+00:00,1767.800048828125,1773.5999755859375,1765.699951171875,1770.5999755859375,3413656.0,29.90458948359415,-9.438057131292908,1803.41400390625
2025-04-01 09:45:00+00:00,1770.4000244140625,1770.4000244140625,1765.6500244140625,1767.8499755859375,1539151.0,32.035417028256845,-10.429183205376376,1803.4760034179687
2025-04-02 03:45:00+00:00,1792.4000244140625,1795.0,1774.050048828125,1777.550048828125,0.0,46.77838340060041,-9.331869637146838,1803.96400390625
2025-04-02 04:45:00+00:00,1791.199951171875,1795.949951171875,1789.550048828125,1792.4000244140625,826150.0,46.18978655689088,-8.461537275236424,1804.517001953125
2025-04-02 05:45:00+00:00,1792.1500244140625,1795.5,1788.050048828125,1791.050048828125,523463.0,46.760919594370314,-7.6074358524228956,1804.9950024414063
2025-04-02 06:45:00+00:00,1792.6500244140625,1793.5999755859375,1787.4000244140625,1792.1500244140625,442608.0,47.07926314191102,-6.811687605461884,1805.5200024414062
2025-04-02 07:45:00+00:00,1792.050048828125,1793.5,1790.5,1792.9000244140625,512293.0,46.7182687092691,-6.158473354949365,1806.0800024414064
2025-04-02 08:45:00+00:00,1798.5,1799.0,1788.5,1792.050048828125,1374080.0,51.06256632398046,-5.061987756307872,1806.7810034179688
2025-04-02 09:45:00+00:00,1796.9000244140625,1799.0,1796.6500244140625,1798.699951171875,663257.0,49.97406850817309,-4.27286475275946,1807.3230029296874
2025-04-03 03:45:00+00:00,1796.6500244140625,1799.699951171875,1777.5,1784.5,0.0,49.79545021973527,-3.6258553938228033,1807.8160034179687
2025-04-03 04:45:00+00:00,1798.449951171875,1798.9000244140625,1792.449951171875,1796.6500244140625,405846.0,51.14924247825152,-2.934035039117134,1807.9030029296875
2025-04-03 05:45:00+00:00,1798.300048828125,1804.0,1796.699951171875,1798.449951171875,542068.0,51.025836172071806,-2.3705322696710027,1807.9110034179687
2025-04-03 06:45:00+00:00,1793.300048828125,1799.0,1791.8499755859375,1798.300048828125,832534.0,46.956357196377425,-2.3008872819893895,1807.8450048828124
2025-04-03 07:45:00+00:00,1791.3499755859375,1794.6500244140625,1790.0,1793.449951171875,693487.0,45.434411394120794,-2.3756625812509355,1807.7450048828125
2025-04-03 08:45:00+00:00,1795.0999755859375,1798.4000244140625,1791.050048828125,1791.3499755859375,1223774.0,48.86662475990607,-2.108028840430279,1807.6670043945312
2025-04-03 09:45:00+00:00,1793.0999755859375,1797.1500244140625,1792.5,1795.25,739387.0,47.16274887963777,-2.0338653245116802,1807.5530029296874
2025-04-04 03:45:00+00:00,1830.800048828125,1841.550048828125,1811.25,1816.449951171875,168254.0,69.06157085097685,1.0548311967329482,1808.16900390625
